date,covid_sum
2022-08-22,2303.0
2022-08-23,1983.0
2022-08-24,1675.0
2022-08-25,1507.0
2022-08-26,1438.0
2022-08-27,1292.0
2022-08-28,627.0
2022-08-29,1989.0
2022-08-30,1645.0
2022-08-31,1382.0
2022-09-01,1411.0
2022-09-02,1276.0
2022-09-03,1147.0
2022-09-04,562.0
2022-09-05,1703.0
2022-09-06,1493.0
2022-09-07,1257.0
2022-09-08,1356.0
2022-09-09,631.0
2022-09-10,473.0
2022-09-11,543.0
2022-09-12,1001.0
2022-09-13,1566.0
2022-09-14,1260.0
2022-09-15,827.0
2022-09-16,726.0
2022-09-17,526.0
2022-09-18,281.0
2022-09-19,883.0
2022-09-20,710.0
2022-09-21,587.0
2022-09-22,531.0
2022-09-23,498.0
2022-09-24,470.0
2022-09-25,231.0
2022-09-26,774.0
2022-09-27,612.0
2022-09-28,579.0
2022-09-29,531.0
2022-09-30,498.0
2022-10-01,500.0
2022-10-02,172.0
2022-10-03,251.0
2022-10-04,724.0
2022-10-05,577.0
2022-10-06,403.0
2022-10-07,386.0
2022-10-08,351.0
2022-10-09,111.0
2022-10-10,313.0
2022-10-11,545.0
2022-10-12,477.0
2022-10-13,429.0
2022-10-14,476.0
2022-10-15,413.0
2022-10-16,231.0
2022-10-17,696.0
2022-10-18,568.0
2022-10-19,508.0
2022-10-20,473.0
2022-10-21,515.0
2022-10-22,498.0
2022-10-23,228.0
2022-10-24,844.0
2022-10-25,772.0
2022-10-26,614.0
2022-10-27,661.0
2022-10-28,646.0
2022-10-29,669.0
2022-10-30,267.0
2022-10-31,1087.0
2022-11-01,1060.0
2022-11-02,934.0
2022-11-03,777.0
2022-11-04,787.0
2022-11-05,678.0
2022-11-06,317.0
2022-11-07,1229.0
2022-11-08,1156.0
2022-11-09,1064.0
2022-11-10,1036.0
2022-11-11,1006.0
2022-11-12,897.0
2022-11-13,409.0
2022-11-14,1332.0
2022-11-15,1214.0
2022-11-16,1049.0
2022-11-17,1025.0
2022-11-18,1041.0
2022-11-19,883.0
2022-11-20,416.0
2022-11-21,1452.0
2022-11-22,1349.0
2022-11-23,1064.0
2022-11-24,987.0
2022-11-25,1046.0
2022-11-26,956.0
2022-11-27,372.0
2022-11-28,1460.0
2022-11-29,1169.0
2022-11-30,1056.0
2022-12-01,1013.0
2022-12-02,1019.0
2022-12-03,860.0
2022-12-04,379.0
2022-12-05,1375.0
2022-12-06,1322.0
2022-12-07,1105.0
2022-12-08,1113.0
2022-12-09,1112.0
2022-12-10,859.0
2022-12-11,442.0
2022-12-12,1551.0
2022-12-13,1543.0
2022-12-14,1130.0
2022-12-15,1178.0
2022-12-16,1173.0
2022-12-17,991.0
2022-12-18,508.0
2022-12-19,1524.0
2022-12-20,1600.0
2022-12-21,1394.0
2022-12-22,1147.0
2022-12-23,1122.0
2022-12-24,1014.0
2022-12-25,425.0
2022-12-26,1639.0
2022-12-27,1703.0
2022-12-28,1276.0
2022-12-29,1155.0
2022-12-30,1097.0
2022-12-31,958.0
2023-01-01,69.0
2023-01-02,344.0
2023-01-03,311.0
2023-01-04,225.0
2023-01-05,213.0
2023-01-06,213.0
2023-01-07,151.0
2023-01-08,71.0
2023-01-09,230.0
2023-01-10,196.0
2023-01-11,167.0
2023-01-12,149.0
2023-01-13,147.0
2023-01-14,120.0
2023-01-15,34.0
2023-01-16,208.0
2023-01-17,106.0
2023-01-18,113.0
2023-01-19,92.0
2023-01-20,85.0
2023-01-21,42.0
2023-01-22,42.0
2023-01-23,38.0
2023-01-24,44.0
2023-01-25,121.0
2023-01-26,74.0
2023-01-27,79.0
2023-01-28,42.0
2023-01-29,13.0
2023-01-30,73.0
2023-01-31,61.0
2023-02-01,54.0
2023-02-02,40.0
2023-02-03,46.0
2023-02-04,29.0
2023-02-05,19.0
2023-02-06,77.0
2023-02-07,69.0
2023-02-08,37.0
2023-02-09,38.0
2023-02-10,53.0
2023-02-11,31.0
2023-02-12,6.0
2023-02-13,63.0
2023-02-14,45.0
2023-02-15,31.0
2023-02-16,46.0
2023-02-17,26.0
2023-02-18,36.0
2023-02-19,6.0
2023-02-20,62.0
2023-02-21,44.0
2023-02-22,40.0
2023-02-23,34.0
2023-02-24,43.0
2023-02-25,35.0
2023-02-26,12.0
2023-02-27,60.0
2023-02-28,53.0
2023-03-01,21.0
2023-03-02,68.0
2023-03-03,58.0
2023-03-04,32.0
2023-03-05,8.0
2023-03-06,66.0
2023-03-07,49.0
2023-03-08,51.0
2023-03-09,44.0
2023-03-10,36.0
2023-03-11,45.0
2023-03-12,12.0
2023-03-13,62.0
2023-03-14,40.0
2023-03-15,46.0
2023-03-16,53.0
2023-03-17,35.0
2023-03-18,44.0
2023-03-19,15.0
2023-03-20,74.0
2023-03-21,50.0
2023-03-22,58.0
2023-03-23,56.0
2023-03-24,31.0
2023-03-25,45.0
2023-03-26,16.0
2023-03-27,92.0
2023-03-28,56.0
2023-03-29,55.0
2023-03-30,55.0
2023-03-31,55.0
2023-04-01,63.0
2023-04-02,16.0
2023-04-03,91.0
2023-04-04,81.0
2023-04-05,74.0
2023-04-06,56.0
2023-04-07,52.0
2023-04-08,55.0
2023-04-09,15.0
2023-04-10,73.0
2023-04-11,70.0
2023-04-12,61.0
2023-04-13,65.0
2023-04-14,59.0
2023-04-15,32.0
2023-04-16,21.0
2023-04-17,93.0
2023-04-18,92.0
2023-04-19,75.0
2023-04-20,86.0
2023-04-21,66.0
2023-04-22,45.0
2023-04-23,20.0
2023-04-24,105.0
2023-04-25,88.0
2023-04-26,72.0
2023-04-27,77.0
2023-04-28,76.0
2023-04-29,65.0
2023-04-30,15.0
2023-05-01,83.0
2023-05-02,101.0
2023-05-03,118.0
2023-05-04,90.0
2023-05-05,68.0
2023-05-06,99.0
2023-05-07,30.0
2023-05-08,162.0
2023-05-09,118.0
2023-05-10,97.0
2023-05-11,119.0
2023-05-12,93.0
2023-05-13,73.0
2023-05-14,20.0
2023-05-15,128.0
2023-05-16,109.0
2023-05-17,101.0
2023-05-18,79.0
2023-05-19,78.0
2023-05-20,69.0
2023-05-21,17.0
2023-05-22,125.0
2023-05-23,91.0
2023-05-24,97.0
2023-05-25,86.0
2023-05-26,90.0
2023-05-27,47.0
2023-05-28,19.0
2023-05-29,62.0
2023-05-30,123.0
2023-05-31,116.0
2023-06-01,89.0
2023-06-02,96.0
2023-06-03,74.0
2023-06-04,22.0
2023-06-05,121.0
2023-06-06,51.0
2023-06-07,125.0
2023-06-08,110.0
2023-06-09,76.0
2023-06-10,51.0
2023-06-11,12.0
2023-06-12,117.0
2023-06-13,91.0
2023-06-14,81.0
2023-06-15,85.0
2023-06-16,75.0
2023-06-17,79.0
2023-06-18,13.0
2023-06-19,132.0
2023-06-20,77.0
2023-06-21,81.0
2023-06-22,69.0
2023-06-23,75.0
2023-06-24,71.0
2023-06-25,12.0
2023-06-26,120.0
2023-06-27,82.0
2023-06-28,80.0
2023-06-29,78.0
2023-06-30,85.0
2023-07-01,62.0
2023-07-02,26.0
2023-07-03,132.0
2023-07-04,114.0
2023-07-05,114.0
2023-07-06,103.0
2023-07-07,109.0
2023-07-08,91.0
2023-07-09,29.0
2023-07-10,159.0
2023-07-11,124.0
2023-07-12,103.0
2023-07-13,111.0
2023-07-14,108.0
2023-07-15,109.0
2023-07-16,35.0
2023-07-17,180.0
2023-07-18,176.0
2023-07-19,158.0
2023-07-20,167.0
2023-07-21,163.0
2023-07-22,136.0
2023-07-23,36.0
2023-07-24,254.0
2023-07-25,202.0
2023-07-26,175.0
2023-07-27,180.0
